,text,date,time,user_id
21,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-02,16:06:33,2183958252
22,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-02,21:37:05,1959324678
23,$ aapl - apple will be the main victim of microsoft and google cutthroat smartp ... -> URL stock stocks stockaction,2014-01-02,21:47:23,2180886595
24,"new education : supply / demand zones , accumulation / distribution , & price patterns URL $ spy $ qqq $ iwm $ aapl $ twtr $ study",2014-01-02,18:38:57,470506640
25,"i bought a new tv this year . would probably have been a $ aapl tv if they made one , competition didn't seem to be very strong .",2014-01-02,20:36:37,348194307
26,"$ aapl [ video ] apple denies working with nsa , and more URL",2014-01-02,20:52:18,1849605206
27,$ aapl cleaning the mobile germ warehouse URL,2014-01-02,06:12:18,1849605206
28,$ aapl kara swisher and walt mossberg launch re / code URL,2014-01-02,06:18:33,1849605206
29,$ aapl let's not let the wf downgrade overshadow cantor's 2014 top large cap pick with a $ 777 price target .,2014-01-02,13:54:15,12114462
30,"will 2014 be apple's "" year of innovation "" ( URL or year of gross-margin pressure ( URL $ aapl",2014-01-02,13:56:57,271143276
31,$ aapl - pre-market : apple downgraded on margin concerns ; stocks to start 2014 ... -> URL stock stocks stockaction,2014-01-02,14:02:05,2180886595
32,big tuna's stocks - $ aapl daily chart ~ range is getting URL,2014-01-02,23:17:48,324536058
33,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-02,17:06:45,2207836508
34,"$ aapl the zacks analyst blog highlights : apple , nokia , URL microsoft and solarwinds URL",2014-01-02,13:23:05,1934537768
35,"rt AT_USER apple slips , urban outfitters up on analyst call URL $ aapl",2014-01-02,14:30:52,25692560
36,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-02,16:50:07,1939687754
37,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-02,21:29:19,1960774687
38,$ aapl how is tim cook doing taking over from the legendary steve jobs ? URL,2014-01-02,14:53:28,1934537768
39,this weeks $ aapl 550 puts are already up a dollar today .,2014-01-02,14:53:31,548791763
40,"thursday headlines include news on $ cpb , $ nyt , $ aapl , $ wmt and $ nflx URL",2014-01-02,14:16:23,830065705
41,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-03,00:04:00,1971787194
42,the five-year-old ipad : when will people stop upgrading ? $ aapl ​ ​ ​ aapl URL,2014-01-03,22:11:41,1671367940
43,"$ aapl was below this level two weeks ago , and then jumped to 570 the following week ( chl news ) . earnings run up will be next catalyst .",2014-01-03,15:49:45,8309752
44,$ aapl apple sale : best buy temporarily cuts iphone 5s price URL,2014-01-03,18:06:08,1604673104
45,rt AT_USER also added $ aapl common here w 541 stop,2014-01-03,18:06:22,1721098232
46,rt AT_USER google's dirty secret : android phones are basically used as dumbphones $ aapl $ goog by AT_USER URL,2014-01-03,17:27:46,125501979
47,$ bbry $ aapl blackberry files suit against typo : full story URL,2014-01-03,17:31:51,166597717
48,rt AT_USER hmm not so much for $ aapl .. we got this double top threat goin on here ..,2014-01-03,19:24:10,1089678500
49,rt AT_USER AT_USER what i like about $ aapl long term is its ~ 9.5 pe ex-cash gives it a floor on valuation . only hi quality s …,2014-01-03,19:32:39,594080668
50,$ aapl is soooo pathetic . one has to wonder if icahn is selling . 544 must hold .,2014-01-03,16:45:27,322138756
51,rt AT_USER 50 % of trades in $ aapl today are for less than 100 shares oddlots,2014-01-03,20:05:35,18270633
52,the good support for $ aapl today is 541.02 URL,2014-01-03,16:07:15,98439400
53,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-03,01:10:13,1933862934
54,bloggers trading $ aapl stupid again nsa ‘ malicious hackers ’ & then ? before it becomes farce maybe next try to parse what ‘ any ’ means & when,2014-01-03,06:18:23,55874022
55,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-03,02:10:19,1959549349
56,$ aapl new lows .. still holding half lotto 542.50 puts,2014-01-03,15:27:41,54664941
57,"rt AT_USER our top 3 trade ideas for 2014 and two $ 1,000 futures wins already in the bank $ gld $ uso $ aapl - - URL",2014-01-03,01:36:23,2223661932
58,best position today : $ gld ( non-core long ) worst - $ aapl ( core-long ) fvam stockaction,2014-01-03,21:04:59,977532660
59,overall market vix is down . 35 % where as $ aapl iv is up 3.72 % . if this is not a pre-event shake-down then there is no more trading for me ...,2014-01-03,17:13:10,943969916
60,$ aapl blackberry sues ryan seacrest's company over iphone keyboard URL,2014-01-03,19:10:50,1604673104
61,$ aapl - online retail sales up in q4 -> URL stock stocks stockaction,2014-01-03,15:17:23,2180886595
62,$ aapl - boeing contract with machinists - details of agreement -> URL stock stocks stockaction,2014-01-04,22:45:02,153395860
63,claytrader : * * $ aapl video chart 1/3 / 14 * * : claytrader URL,2014-01-04,22:05:45,1286059681
64,"rt AT_USER january 3 , 1977 – steve jobs and steve wozniak incorporated apple computer company . $ aapl",2014-01-04,01:02:22,16572978
65,apple iwatch reportedly already in production URL ibdblogs via AT_USER $ aapl $ qcom $ sne $ nke,2014-01-04,04:26:36,26739193
66,apple stock forecast : playing $ aapl - s & p 500 spread as “ market neutral ” strategy . | URL $ spy,2014-01-04,18:46:58,615965380
67,$ aapl machinists vote helps boeing avoid hiring crunch URL,2014-01-05,00:23:09,1923869994
68,"AT_USER jim , the "" great "" AT_USER ghostine has predicted $ 425 for $ aapl what says u ? . target = $ 425 URL",2014-01-05,18:38:15,95424523
69,$ aapl ... forecasting apple using evidence-driven technical analysis ( subscribers only ) . target = $ 425 URL,2014-01-05,18:06:24,224466293
70,rt AT_USER here are the 100 most popular and most trending stocks of the last year URL $ spy $ fb $ aapl,2014-01-05,19:13:07,1600312634
71,in it to win it : $ mu puts working .. $ aapl long working .. $ san sitting : in it to win it URL,2014-01-06,18:39:16,1286058860
72,$ aapl intel has a shot at winning apple URL,2014-01-06,06:31:01,1849605206
73,wall street vs aapl in nine bar-charts URL $ aapl,2014-01-06,19:15:08,956382744
74,rt AT_USER 9 bar charts : apple vs . amazon vs . google URL $ amzn $ goog only market sentiment killing $ aapl ceo,2014-01-06,16:42:55,518510611
75,$ aapl r / g & v . important reversal on daily here . this is a big technical defense,2014-01-06,15:43:16,237591901
76,"no steve jobs but could argue steve jobs is not who you want to lead company at this stage . to early to know ? AT_USER "" ineffective ceo "" $ aapl",2014-01-06,15:38:48,1482587328
77,$ aapl resistance is strong at 545.5,2014-01-06,19:01:52,98638360
78,updated report for $ aapl via AT_USER URL URL,2014-01-06,13:57:48,1923879936
79,focus list $ scty $ mnkd $ p $ aria $ mgm $ fslr $ mu $ aapl $ jaso $ fb $ celg $ sol $ grpn $ camt $ abt,2014-01-06,14:07:21,34066631
80,AT_USER URL downgraded $ aapl looks for new footing $ fxi $ spx $ bac $ c $ twtr $ fb AT_USER AT_USER,2014-01-06,13:17:21,455824771
81,$ aapl apple ’ s products may get curved displays from corning URL,2014-01-06,00:36:12,1923869994
82,let's see how strong this $ aapl move is . it can get as high as $ 550 in the next couple days .,2014-01-06,16:12:12,278107965
83,rt AT_USER january effect on markets appears delayed $ aa $ aapl $ bac URL,2014-01-06,16:22:37,1020067598
84,$ aapl - nice momentum . some short covering will happen that can push it up,2014-01-06,17:01:51,278107965
85,"rt AT_USER "" AT_USER posted this $ aapl chart over the weekend - nearing important technical support confluence URL",2014-01-06,17:28:26,1721098232
86,did $ aapl find a bottom premarket ? heard lots of sub 500 chatter last week ... both sides have a good argument for now,2014-01-06,13:01:17,82143051
87,"$ aapl [ video ] asian stocks down , liberty poised to acquire sirius xm URL",2014-01-06,15:15:24,1923869994
88,spx cit dates : $ aapl breaking key support levels URL,2014-01-06,15:15:29,347812964
89,dirty secrets apple doesn ’ t want you to know . URL $ aapl $ fb $ twtr $ tsma finance apple,2014-01-06,22:06:38,2179043587
90,"$ aapl qualcomm , inc . : industry analyst jeff kagan on apple iwatch smartwatch ... URL",2014-01-06,00:07:34,1934537768
91,rt AT_USER standpoint research downgrades apple $ aapl to sell for moral reasons URL,2014-01-06,11:58:20,13391862
92,$ aapl how quickly will windows and office die ? URL,2014-01-06,21:31:25,1604673104
93,"$ aapl filled overnight gap , now attempting to shift closing level to support URL",2014-01-06,16:05:33,364351796
94,$ aapl i love my ipad b / c no virus and i am protected by apple . android is open source and full of virus etc . i don't want it in my car ...,2014-01-07,02:05:16,943969916
95,rt AT_USER why 2014 could be the most interesting year in technology in a long time URL $ aapl,2014-01-07,02:25:59,126500452
96,$ aapl [ video ] how much does the app store mean to apple ? URL,2014-01-07,20:09:04,1934537768
97,$ aapl samsung to report profit decline as phone sales lag URL,2014-01-07,05:11:18,1934537768
98,$ fslr $ aapl $ mu $ c $ ma $ yoku $ sd $ mrk $ v active equity options trading on open : full story URL,2014-01-07,14:41:56,166597717
99,$ aapl seeing potential to hold a higher low above yest's lod & if so 550/51 is 1st key trgt ; + 551 = grind in2 earnings ; - 540 = 536 then 529,2014-01-07,16:57:25,102212196
100,$ aapl lows of the day . URL URL,2014-01-07,14:44:40,1878120410
101,rt AT_USER apple reports $ 10 billion worth of apps sold in 2013 : URL $ aapl,2014-01-07,14:51:36,40641597
102,“ AT_USER apple reports $ 10 billion worth of apps sold in 2013 : URL $ aapl ” crazy,2014-01-07,14:58:20,46042370
103,$ aapl - 8: 34 am apple announces app store sales topped $ 10 billion in 2013 -> URL stock stocks stockaction,2014-01-07,13:45:07,153395860
104,"apple $ aapl is rich , fat , & happy URL",2014-01-07,08:18:04,738575474
105,$ ssnlf estimates greater-than-expected decline in profits & sales amid stiff competition URL $ aapl,2014-01-07,16:01:03,1310354202
106,you know you want it ... don't be a hater :p iphone 7 yousawitherefirst $ aapl URL,2014-01-07,01:23:45,1721098232
107,rt AT_USER samsung lowers guidance on same day micael bay walks off stage at ces promotional event - - need to copy $ aapl choreography,2014-01-07,01:24:51,29737876
108,rt AT_USER build a mini long-short portfolio with these 6 high-priced shares URL $ aamc $ aapl $ amzn $ brk . a $ tprp $ …,2014-01-07,11:35:42,316391952
109,"if you wanna sell in china , better use chinese channels . $ aapl opens store on alibaba's tmall URL",2014-01-07,22:03:17,272317020
110,"rt AT_USER us smpartphone penetration 68.3 % up 3 % , $ aapl 41.2 % ( up 0.5 % from august ) . samsung 26 % share ( up 1.7 % points ) end nov URL",2014-01-07,12:03:42,29737876
111,wait for it ... $ aapl,2014-01-07,18:20:53,229638149
112,$ aapl - interesting april stock options for aapl -> URL stock stocks stockaction,2014-01-07,07:55:10,409065420
113,apple $ aapl says app store sales top usd 10bln in 2013 stocks,2014-01-07,13:32:41,381696140
114,"link bait "" AT_USER is apple worth $ 12,000 a share ? URL $ aapl",2014-01-07,13:35:06,23422655
115,rt AT_USER apple reports $ 10 billion worth of apps sold in 2013 : URL $ aapl,2014-01-07,18:29:33,246910158
116,rt AT_USER sales at apple's app store topped $ 10 billion in 2013 . nearly 3 billion apps downloaded in december . URL $ aapl,2014-01-07,18:53:28,17184640
117,rt AT_USER sales at apple's app store topped $ 10 billion in 2013 . nearly 3 billion apps downloaded in december . URL $ aapl,2014-01-07,19:40:05,428225985
118,“ AT_USER out half $ aapl 540 puts for 27.27 % ” same,2014-01-07,19:27:00,433930055
119,$ goog will be a $ 2000 stock by year-end ' 15 . can't wait for the first $ 2k price target . $ aapl will be a $ 1000 stock ... never .,2014-01-07,17:14:33,479658434
120,rt AT_USER apple's app store earns more money in one year than : facebook mastercard netflix autozone --> URL $ aapl,2014-01-07,17:25:00,66172538
121,who the fuck is selling $ aapl ?,2014-01-07,15:50:23,123563245
122,“ AT_USER new post : URL $ aapl $ aria $ nq $ ssh $ rmti $ wlt ” / good read !,2014-01-07,20:35:23,390450593
123,$ aapl - insights from a smart house innovator -> URL stock stocks stockaction,2014-01-07,15:08:08,404613701
124,$ aapl app store sales > $ 10 billion URL digital iphone ipad mac revenue profit growth tech lob itunes usa,2014-01-08,11:29:00,29297888
125,"new deal , new stores : apple ’ s plan for china URL via AT_USER $ aapl",2014-01-08,19:17:32,1472535018
126,$ aapl over 546.86 ... i go long if happens today,2014-01-08,16:51:50,430841130
127,$ aapl apple ’ s iphone gets cheaper in china URL,2014-01-08,01:27:09,1923869994
128,"great stuff guys . “ AT_USER "" AT_USER URL morning call express $ goog $ aapl $ twtr $ fb $ bac $ c $ tsla AT_USER",2014-01-08,13:24:34,353941868
129,"$ aapl - [ video ] typo , the iphone cover with a keyboard -> URL stock stocks stockaction",2014-01-08,07:47:01,2180886595
130,trading off the value of apple ’ s music monopoly URL | $ aapl itunes ipod,2014-01-08,07:01:47,17513682
131,"rt AT_USER oh , the irony ! hilariously superb ! $ aapl URL",2014-01-08,23:03:01,2191052827
132,"rt AT_USER 10 billion : apple says customers spent $ 10,000 , 000,000 on apps in 2013 URL • $ aapl",2014-01-08,03:22:09,25978996
133,"rt AT_USER 10 billion : apple says customers spent $ 10,000 , 000,000 on apps in 2013 URL • $ aapl",2014-01-08,15:25:49,267485878
134,"big day for $ aapl , testing 50 - day ema and channel support . URL",2014-01-08,13:53:40,175754840
135,"$ aapl please help me understand the math.billions in holiday sales , china mobile , itv , iwatch , ipad pro , ihome , iphone air . and it's a sell",2014-01-09,19:20:05,271025506
136,blackberry's funeral may have to wait . it seems to have returned from the dead $ bbry $ aapl URL,2014-01-09,15:37:10,259891216
137,rt AT_USER $ goog nearly a $ 400b company . yet no one is concerned by it's size like $ aapl . it can supposedly keep growing at these rate …,2014-01-09,11:55:14,619451030
138,very pleased that i'm still holding my $ bidu runners . long $ amzn $ aapl short $ cme,2014-01-09,12:53:09,1838108192
139,$ aapl adding here . if you trimmed in the 570s you have been waiting for this pullback .,2014-01-09,19:37:11,313023047
140,$ aapl may be worth a l but just for a bounce here .,2014-01-09,14:31:03,37982404
141,"apple inc ( $ aapl ) moderately down , lost over 3 % . early buzzers apple inc linkedin corp micron technology tase : URL",2014-01-09,17:25:03,104712815
142,$ aapl - predicting pandoras earnings -> URL stock stocks stockaction,2014-01-09,04:47:33,2180886595
143,"$ aapl - market snapshot : s & p 500 ekes out gains , but dow , nasdaq drop URL",2014-01-09,21:51:06,377296719
144,"$ aapl chart of the day : tracking iphone , ipod sales - URL URL",2014-01-10,02:28:04,2283836664
145,$ aapl - [ $ $ ] appeals court backs apple in patent case -> URL stock stocks stockaction,2014-01-10,19:15:45,153395860
146,7 years seems like 7 months . $ aapl,2014-01-10,07:50:52,6084812
147,$ aapl this is the most painful stock to play in the options mkt hands down,2014-01-10,14:41:26,33106338
148,$ aapl right on schedule ; less than a $ 1 from giving back all of the pre-mtk upside,2014-01-10,14:42:46,102212196
149,$ aapl apple inc . : is marketplace ahead of your strategy ? : apple inc . : is marketplace ahead of your strategy ... URL,2014-01-10,05:10:50,255879714
150,$ aapl now testing the $ 532 breakout level from the base that it built back in oct / nov . this breakout sparked by cm deal rumors .,2014-01-10,17:40:05,1388067565
151,$ aapl apple inc . ( aapl ): apple's a8 - - what it will be and why it matters URL,2014-01-10,22:16:18,1923869994
152,"$ aapl urges vote against icahn proposal , human rights board committee , proxy access URL corpgov esg see my comments",2014-01-10,18:52:30,17625853
153,$ aapl apple must fix these issues to reach new highs - dailyfinance URL,2014-01-10,04:20:03,2283836664
154,AT_USER AT_USER AT_USER $ aapl trading at same multiple as $ msft - this is purely stupid !,2014-01-10,15:06:01,288236378
155,pfizer hopes an ipad game can detect alzheimer ’ s : URL • $ pfe $ aapl,2014-01-10,00:03:14,20402945
156,rt AT_USER new post : stock market recap 01/09 / 14 URL $ aapl $ cmg $ fb $ iwm $ nflx $ qqq $ spy $ tsla,2014-01-10,00:03:22,268006481
157,"rt AT_USER apple roundup : bigger iphones , carrier subsidies , u . s . mac sales URL $ aapl",2014-01-10,00:15:11,1721098232
158,appeals court : apple ’ s iphone does not infringe on motorola ’ s patent URL | $ aapl $ goog,2014-01-10,21:01:54,17513682
159,"woh doctor ! AT_USER apple reports $ 1 billion app sales in december , $ 10 billion for 2013 URL $ aapl",2014-01-10,21:16:01,1347543396
160,rt AT_USER shoppers rush into apple's $ aapl hong kong store drawn by its second-annual asian red friday sale . URL,2014-01-10,15:49:11,274730101
161,cnnmoney : shoppers rush into apple's $ aapl hong kong store drawn by its second-annual asian red friday sale . URL,2014-01-10,15:51:19,20661433
162,$ aapl apple inc . ( aapl ): apple's a8 - - what it will be and why it matters URL,2014-01-10,22:27:04,1604673104
163,$ aapl iphone's 7th anniversary - the handset in numbers - URL URL,2014-01-10,22:32:18,2283836664
164,is apple working on a home-based media server ? URL via AT_USER $ aapl mediaserver patent,2014-01-10,18:37:04,1402890878
165,"$ aapl excellent short on my part , mentioned earlier . i don't always mention intraday trades , to busy",2014-01-10,14:59:40,206948023
166,$ aapl samsung galaxy s5 spec news 2014 : will apple release a larger screen ... - crossmap URL,2014-01-10,03:58:17,2283836664
167,bad sales at $ shld . $ sne streaming games . $ aapl streaming everything $ amzn selling everything . should anyone own $ bby here ? AT_USER,2014-01-10,13:43:42,383951841
168,"the line outside 1 $ aapl store in hong kong for the "" red friday "" sale . s look good . chart does not . priced in ? URL",2014-01-10,15:28:26,150841541
169,looking at my 2013 options trades . my most profitable trade was 469 % $ aapl weekly call . haven't had anything come close that % since then .,2014-01-11,23:09:15,34917936
170,$ aapl - [ $ $ ] ford steps on the gas -> URL stock stocks stockaction,2014-01-11,06:47:01,2180886595
171,$ aapl [ $ $ ] chinese smartphone insurgents take aim at global share URL,2014-01-11,07:36:11,1923869994
172,rt AT_USER a candidate for best financial news headline of 2013 URL $ aapl,2014-01-11,15:11:50,5793822
173,$ aapl to anyone with a long enough time horizon i would recommend buying the fear on the next big dip . stock about to start growing in q2 .,2014-01-11,00:54:52,63488326
174,$ aapl apple's ibeacon technology brings new possibilities for location-based gaming - mac rumors URL,2014-01-11,06:53:03,2283836664
175,$ aapl apple to open new store in brisbane cbd - courier mail URL,2014-01-11,05:12:03,2283836664
176,$ aapl what's behind the swift rise in apple stock ? URL,2014-01-12,14:12:07,1934537768
177,rt AT_USER $ oxbt monday gapper ? URL $ phot $ fnma $ twtr $ goog $ aapl $ fb daytrading pennystocks daytradealerts tr …,2014-01-12,17:50:32,1410245149
178,apple inc . ( aapl ): what's behind the swift rise in apple stock ? $ aapl URL,2014-01-12,14:22:58,704897486
179,disruptive innovation $ aapl $ hpq $ grmn URL,2014-01-12,20:14:08,72258382
180,AT_USER $ aapl catching a bid on a monday . i am hugely surprised ! / s,2014-01-13,16:30:54,78067051
181,$ aapl $ goog $ nflx $ shld $ fb $ isrg $ nrp : 16.60 🔜 🔜 🔜 🔻 🔻 ⬇ ️ 6 ⃣ 💲 put 16 feb,2014-01-13,02:00:49,2273862972
182,google set to challenge microsoft and apple in the connected car market $ goog $ aapl $ msft URL,2014-01-13,12:19:02,256618813
183,short side $ gc_f $ aapl all miners,2014-01-13,14:08:04,1154437602
184,rt AT_USER google just hired the guy who designed the ipod $ aapl $ goog by AT_USER URL,2014-01-13,21:15:29,33732872
185,rt AT_USER rdr in $ aapl was good for 10 points - action area was $ 531.11- still long some - even a decent bull flag continuation trade …,2014-01-13,16:51:56,1388067565
186,$ aapl - wireless charging is the must-have feature for apples iwatch -> URL stock stocks stockaction,2014-01-13,14:42:26,403276334
187,great question . missed opportunity . mt AT_USER why did $ aapl not try and bring AT_USER home ? anyone got theories ? nest $ goog,2014-01-13,21:55:35,15485461
188,$ aapl chart by AT_USER URL aapl .,2014-01-13,20:01:45,373457750
189,$ nq_f is down 50 handles with $ aapl green .,2014-01-13,20:02:18,1969740852
190,will $ aapl hold 534 here ?,2014-01-13,20:05:07,43549084
191,$ aapl $ twtr flighttosafety URL,2014-01-13,20:57:58,1721098232
192,$ aapl three things the press gets wrong about apple in china URL,2014-01-13,13:49:50,1934537768
193,rt AT_USER watchlist for monday URL $ eltp $ tsla $ aapl $ fnma $ mux $ ctso,2014-01-13,03:31:00,99767719
194,$ aapl go long apple if it can break the 60 minute downtrend line . that will confirm it is holding bottom of channel . URL,2014-01-14,07:09:20,317492346
195,$ aapl google takes a cue from the apple playbook with nest URL,2014-01-14,21:18:05,1934537768
196,"rt AT_USER i agree with AT_USER on this : sorry , but this guy is a total idiot on apple URL $ aapl $ goog",2014-01-14,21:21:13,72258382
197,"$ aapl dialog semicon ord ( dlgnf ): apple , cirrus logic rally after iphone / ipad ... - seeking alpha URL",2014-01-14,23:55:04,2283836664
198,$ aapl my 2 bits on 64 - bits and apple's strong q1 outlook - AT_USER URL,2014-01-14,23:43:49,582495445
199,"$ aapl - gundlach on gold : heading at least to $ 1,350 , owns gold miners -> URL stock stocks stockaction",2014-01-14,22:15:41,153395860
200,$ aapl secretive apple squirms in gaze of u . s . monitor URL,2014-01-14,03:15:13,1923869994
201,$ aapl highs of the day ... nice comeback from yesterday ...,2014-01-14,15:42:08,524732173
202,$ goog / AT_USER price tag equates to < 1 % move in goog stock ; 2x AT_USER price tag ; < 10 % of goog's cash on hand . $ aapl has 3x as much cash .,2014-01-14,20:23:02,248387546
203,"fibonacci technical levels $ amzn , $ aapl , $ fb , $ goog URL",2014-01-14,12:34:29,950517078
204,"$ aapl 1,72 % supera segunda resistencia diaria de 543 .",2014-01-14,16:26:04,162419093
205,$ aapl four apple stories from monday you may have missed - benzinga URL,2014-01-14,16:33:49,2283836664
206,up сегодня я подорожала - $ 546.39 ( +10.66 ; 1.99 % ) $ aapl stocks акцииэппл,2014-01-14,22:01:40,1130550709
207,"$ aapl walmart arson , ipad theft caught on tape - wood-tv URL",2014-01-14,04:19:33,2283836664
208,forgive me but gundlach calling the next 10 % move in $ aapl is not very exciting .,2014-01-14,22:26:21,93529573
209,$ aapl plans to reintroduce entry-level iphone in india .,2014-01-14,13:28:01,445291350
210,what's behind the swift rise in apple stock ? URL $ aapl,2014-01-14,13:30:01,2173999435
211,"just voted for icahn's resolution , mostly because i think the stock is at a potential lt inflection point . $ aapl",2014-01-14,17:24:35,63488326
212,$ aapl there's 546 . nice !,2014-01-14,17:23:27,43549084
213,$ aapl - market snapshot : u . s . stocks rise after retail sales top forecasts URL,2014-01-14,18:03:22,22078711
214,$ aapl - people will never stop drinking : wisdom of jim beam deal -> URL stock stocks stockaction,2014-01-14,11:47:01,2180886595
215,$ aapl hide your ithings : apple devices top charts among nyc pickpockets - venturebeat URL,2014-01-14,19:48:04,2283836664
216,rumor : apple to reintroduce 8gb iphone 4 to curb flagging india sales $ aapl ​ ​ ​ aapl URL,2014-01-14,12:01:09,1671367940
217,$ aapl $ sina $ mtor $ fdml $ viv $ san $ tef $ oran $ stem my bets for 2014 . thanks for the pull-back yesterday !,2014-01-14,20:09:31,1090446960
218,$ aapl expect solid results and guidance from apple ( aapl ) - jefferies ; estimates raised URL via AT_USER,2014-01-15,15:36:55,43549084
219,the $ aapl / china mobile deal is way less important than cramer thinks .,2014-01-15,16:26:12,16177399
220,"rt AT_USER webcast replay : "" our 3 top trades for 2014 "" - last year was $ aapl , $ cim and $ tsla , which one repeated ? profits https …",2014-01-15,19:28:47,1647872324
221,"rt AT_USER webcast replay : "" our 3 top trades for 2014 "" - last year was $ aapl , $ cim and $ tsla , which one repeated ? profits https …",2014-01-15,19:33:29,1650339313
222,"AT_USER $ aapl uh oh ... new hod coming ? "" could be . looks like cnbc attempt at derailing it failed miserably",2014-01-15,17:17:53,384554128
223,"$ aapl stock content , charts , analysis , & more - free - URL",2014-01-15,07:26:06,1357126620
224,"far be it from me to proclaim all-conquering iphone success on china mobile , let's be clear . china mkt not us . but it could surprise . $ aapl",2014-01-15,04:24:59,1624638168
225,bullish stocks today $ chtp $ tsla $ drwi $ amrn $ aapl - money makers,2014-01-15,13:42:23,636545451
226,rt AT_USER así va este largo en la acción de apple $ aapl + 210 pips por análisis técnico etrading AT_USER AT_USER URL,2014-01-15,14:56:28,249267611
227,rt AT_USER $ aapl has got it mojo back,2014-01-15,15:04:40,2204595542
228,rt AT_USER AT_USER dead right on $ aapl--total break out ..,2014-01-15,15:05:31,123563245
229,$ aapl china mobile chairman : iphone presales are in the millions URL,2014-01-15,13:39:02,65424301
230,$ aapl - [ $ $ ] charts : bulls still rule -> URL stock stocks stockaction,2014-01-15,22:15:35,153395860
231,"rt AT_USER advantage , parents ! apple to pay $ 32.5 mln to settle case over kids buying stuff their parents didn't approve ! $ aapl http …",2014-01-15,22:25:32,250954678
232,stock futures gaining this morning . URL via AT_USER $ bac $ aapl,2014-01-15,13:12:20,19119868
233,rt AT_USER tim cook : $ aapl had record iphone sales in greater china in quarter ending dec on early launch of iphone in china URL,2014-01-15,07:57:35,9672642
